Date,Soil_Moisture,Depth
2004/1/10,20.71430556,2
2004/1/10,20.77611111,3
2004/1/11,20.70152778,1
2004/1/11,20.62972222,2
2004/1/11,20.62430556,3
2004/1/12,20.59472222,1
2004/1/12,20.52208333,2
2004/1/12,20.56541667,3
2004/1/13,20.54611111,1
2004/1/13,20.56208333,2
2004/1/13,20.57291667,3
2004/1/14,20.54027778,1
2004/1/14,20.49055556,2
2004/1/14,20.45361111,3
2004/1/15,20.44833333,1
2004/1/15,20.40527778,2
2004/1/15,20.40611111,3
2004/1/16,20.38791667,1
2004/1/16,20.38930556,2
2004/1/16,20.37736111,3
2004/1/17,20.33763889,1
2004/1/17,20.31375,2
2004/1/17,20.30236111,3
2004/1/18,20.27902778,1
2004/1/18,20.28583333,2
2004/1/18,20.27944444,3
2004/1/19,20.26361111,1
2004/1/19,20.255,2
2004/1/19,20.24777778,3
2004/1/20,20.20013889,1
2004/1/20,20.21513889,2
2004/1/20,20.27166667,3
2004/1/21,20.20069444,1
2004/1/21,20.20847222,2
2004/1/21,20.18305556,3
2004/1/22,20.16194444,1
2004/1/22,20.11819444,2
2004/1/22,20.11444444,3
2004/1/23,20.58888889,1
2004/1/23,20.67361111,2
2004/1/23,20.58833333,3
2004/1/24,20.53958333,1
2004/1/24,20.53930556,2
2004/1/24,20.52875,3
2004/1/25,20.52597222,1
2004/1/25,20.50472222,2
2004/1/25,20.47055556,3
2004/1/26,20.41652778,1
2004/1/26,20.51208333,2
2004/1/26,20.60236111,3
2004/1/27,20.59222222,1
2004/1/27,20.58194444,2
2004/1/27,20.52833333,3
2004/1/28,20.50097222,1
2004/1/28,20.47013889,2
2004/1/28,20.56708333,3
2004/1/29,20.54791667,1
2004/1/29,20.46222222,2
2004/1/29,20.42972222,3
2004/1/30,20.42819444,1
2004/1/30,20.40861111,2
2004/1/30,20.40152778,3
2004/1/31,20.43402778,1
2004/1/31,20.49611111,2
2004/1/31,20.43,3
2004/2/1,20.33902778,1
2004/2/1,20.3325,2
2004/2/1,20.33555556,3
2004/2/2,20.32486111,1
2004/2/2,20.29597222,2
2004/2/2,20.30861111,3
2004/2/3,20.28569444,1
2004/2/3,20.28152778,2
2004/2/3,20.27666667,3
2004/2/4,20.22347222,1
2004/2/4,20.23125,2
2004/2/4,20.23652778,3
2004/2/5,20.2125,1
2004/2/5,20.24361111,2
2004/2/5,20.22069444,3
2004/2/6,20.24763889,1
2004/2/6,20.25986111,2
2004/2/6,20.18125,3
2004/2/7,20.15458333,1
2004/2/7,20.19972222,2
2004/2/7,20.16527778,3
2004/2/8,20.24222222,1
2004/2/8,20.91597222,2
2004/2/8,20.91958333,3
2004/2/9,20.80597222,1
2004/2/9,20.71111111,2
2004/2/9,20.74222222,3
2004/2/10,20.67347222,1
2004/2/10,20.6825,2
2004/2/10,20.69833333,3
2004/2/11,20.86736111,1
2004/2/11,20.99361111,2
2004/2/11,21.03638889,3
2004/2/12,20.96069444,1
2004/2/12,20.90402778,2
2004/2/12,20.86972222,3
2004/2/13,20.92347222,1
2004/2/13,21.01444444,2
2004/2/13,21.33875,3
2004/2/14,21.33347222,1
2004/2/14,21.29194444,2
2004/2/14,21.22958333,3
2004/2/15,21.36708333,1
2004/2/15,21.38875,2
2004/2/15,21.3275,3
2004/2/16,21.24361111,1
2004/2/16,21.56819444,2
2004/2/16,21.84013889,3
2004/2/17,21.82208333,1
2004/2/17,21.715,2
2004/2/17,21.78958333,3
2004/2/18,21.77444444,1
2004/2/18,21.80875,2
2004/2/18,21.88125,3
2004/2/19,22.27305556,1
2004/2/19,22.24652778,2
2004/2/19,22.2175,3
2004/2/20,22.05694444,1
2004/2/20,22.00638889,2
2004/2/20,21.9775,3
2004/2/21,21.86680556,1
2004/2/21,21.87027778,2
2004/2/21,21.85569444,3
2004/2/22,21.82097222,1
2004/2/22,21.78694444,2
2004/2/22,21.71986111,3
2004/2/23,21.67472222,1
2004/2/23,21.59833333,2
2004/2/23,21.57611111,3
2004/2/24,21.58694444,1
2004/2/24,21.63430556,2
2004/2/24,21.64666667,3
2004/2/25,21.62416667,1
2004/2/25,21.56847222,2
2004/2/25,21.60388889,3
2004/2/26,21.66222222,1
2004/2/26,21.67208333,2
2004/2/26,21.575,3
2004/2/27,21.50541667,1
2004/2/27,21.48375,2
2004/2/27,21.46125,3
2004/2/28,21.48125,1
2004/2/28,21.64319444,2
2004/2/28,21.98541667,3
2004/2/29,22.36472222,1
2004/2/29,22.4725,2
2004/2/29,22.38875,3
2004/3/1,22.42361111,1
2004/3/1,22.52944444,2
2004/3/1,22.53541667,3
2004/3/2,22.44305556,1
2004/3/2,22.42833333,2
2004/3/2,22.47222222,3
2004/3/3,22.41875,1
2004/3/3,22.43125,2
2004/3/3,22.41472222,3
2004/3/4,22.37916667,1
2004/3/4,22.41361111,2
2004/3/4,22.47361111,3
2004/3/5,22.38986111,1
2004/3/5,22.345,2
2004/3/5,22.23875,3
2004/3/6,22.31652778,1
2004/3/6,22.26013889,2
2004/3/6,22.21708333,3
2004/3/7,22.18583333,1
2004/3/7,22.14458333,2
2004/3/7,22.08791667,3
2004/3/8,22.13041667,1
2004/3/8,22.07,2
2004/3/8,21.98791667,3
2004/3/9,21.97111111,1
2004/3/9,22.00097222,2
2004/3/9,21.99041667,3
2004/3/10,21.95152778,1
2004/3/10,21.905,2
2004/3/10,21.855,3
2004/3/11,21.91236111,1
2004/3/11,22.15236111,2
2004/3/11,22.64875,3
2004/3/12,22.96208333,1
2004/3/12,22.90763889,2
2004/3/12,22.71722222,3
2004/3/13,22.635,1
2004/3/13,22.59888889,2
2004/3/13,22.52333333,3
2004/3/14,22.40930556,1
2004/3/14,22.54111111,2
2004/3/14,22.46416667,3
2004/3/15,22.46916667,1
2004/3/15,22.41291667,2
2004/3/15,22.48055556,3
2004/3/16,22.45597222,1
2004/3/16,22.35666667,2
2004/3/16,22.25861111,3
2004/3/17,22.24083333,1
2004/3/17,22.22388889,2
2004/3/17,22.1825,3
2004/3/18,22.08944444,1
2004/3/18,22.09194444,2
2004/3/18,22.10472222,3
2004/3/19,22.03305556,1
2004/3/19,21.98819444,2
2004/3/19,21.96694444,3
2004/3/20,21.97305556,1
2004/3/20,21.91305556,2
2004/3/20,21.77,3
2004/3/21,21.90166667,1
2004/3/21,21.96194444,2
2004/3/21,21.88277778,3
2004/3/22,21.82611111,1
2004/3/22,22.03513889,2
2004/3/22,21.87541667,3
2004/3/23,21.81694444,1
2004/3/23,21.7725,2
2004/3/23,21.72486111,3
2004/3/24,21.66722222,1
2004/3/24,21.79277778,2
2004/3/24,21.70805556,3
2004/3/25,21.60013889,1
2004/3/25,21.48152778,2
2004/3/25,21.39166667,3
2004/3/26,21.27708333,1
2004/3/26,21.39638889,2
2004/3/26,21.39861111,3
2004/3/27,21.44027778,1
2004/3/27,21.36583333,2
2004/3/27,21.43222222,3
2004/3/28,21.29763889,1
2004/3/28,21.26291667,2
2004/3/28,21.20569444,3
2004/3/29,21.19166667,1
2004/3/29,21.15986111,2
2004/3/29,21.06930556,3
2004/3/30,21.31125,1
2004/3/30,21.22847222,2
2004/3/30,21.18180556,3
2004/3/31,21.31222222,1
2004/3/31,21.27083333,2
2004/3/31,21.12611111,3
2004/4/1,21.06777778,1
2004/4/1,20.99944444,2
2004/4/1,21.06847222,3
2004/4/2,21.19138889,1
2004/4/2,21.18,2
2004/4/2,21.22861111,3
2004/4/3,26.09875,1
2004/4/3,25.20986111,2
2004/4/3,24.15152778,3
2004/4/4,23.48263889,1
2004/4/4,22.98541667,2
2004/4/4,22.69291667,3
2004/4/5,22.95305556,1
2004/4/5,22.585,2
2004/4/5,22.57888889,3
2004/4/6,22.45416667,1
2004/4/6,22.21625,2
2004/4/6,22.135,3
2004/4/7,22.04263889,1
2004/4/7,21.98402778,2
2004/4/7,22.43458333,3
2004/4/8,22.08402778,1
2004/4/8,21.91680556,2
2004/4/8,21.91055556,3
2004/4/9,21.84444444,1
2004/4/9,21.72236111,2
2004/4/9,21.65041667,3
2004/4/10,21.5475,1
2004/4/10,21.48611111,2
2004/4/10,21.40888889,3
2004/4/11,21.39680556,1
2004/4/11,21.36638889,2
2004/4/11,21.69777778,3
2004/4/12,21.40888889,1
2004/4/12,21.19208333,2
2004/4/12,21.18888889,3
2004/4/13,21.02847222,1
2004/4/13,21.11388889,2
2004/4/13,21.53791667,3
2004/4/14,21.3575,1
2004/4/14,21.12958333,2
2004/4/14,21.30486111,3
2004/4/15,21.47083333,1
2004/4/15,21.20972222,2
2004/4/15,21.3425,3
2004/4/16,21.45152778,1
2004/4/16,21.30444444,2
2004/4/16,21.20069444,3
2004/4/17,21.16388889,1
2004/4/17,21.06847222,2
2004/4/17,21.14055556,3
2004/4/18,21.2375,1
2004/4/18,21.06875,2
2004/4/18,20.95597222,3
2004/4/19,20.94819444,1
2004/4/19,21.13333333,2
2004/4/19,21.07986111,3
2004/4/20,20.95388889,1
2004/4/20,21.05125,2
2004/4/20,21.08055556,3
2004/4/21,20.88013889,1
2004/4/21,20.76902778,2
2004/4/21,20.71958333,3
2004/4/22,20.70611111,1
2004/4/22,20.76388889,2
2004/4/22,20.76541667,3
2004/4/23,20.71333333,1
2004/4/23,20.86722222,2
2004/4/23,20.7025,3
2004/4/24,20.6975,1
2004/4/24,20.57708333,2
2004/4/24,20.50625,3
2004/4/25,20.47819444,1
2004/4/25,20.45361111,2
2004/4/25,20.42263889,3
2004/4/26,20.40916667,1
2004/4/26,20.39097222,2
2004/4/26,20.38583333,3
2004/4/27,20.76652778,1
2004/4/27,20.47597222,2
2004/4/27,20.32527778,3
2004/4/28,20.27347222,1
2004/4/28,20.93625,2
2004/4/28,20.78736111,3
2004/4/29,20.68180556,1
2004/4/29,20.62611111,2
2004/4/29,20.54513889,3
2004/4/30,20.60152778,1
2004/4/30,20.61416667,2
2004/4/30,20.54180556,3
2004/5/1,20.47472222,1
2004/5/1,20.60555556,2
2004/5/1,20.50111111,3
2004/5/2,20.43722222,1
2004/5/2,20.37888889,2
2004/5/2,21.05916667,3
2004/5/3,21.88680556,1
2004/5/3,21.98611111,2
2004/5/3,22.67069444,3
2004/5/4,22.64791667,1
2004/5/4,22.51111111,2
2004/5/4,22.53625,3
2004/5/5,22.44083333,1
2004/5/5,22.25027778,2
2004/5/5,22.19458333,3
2004/5/6,22.07,1
2004/5/6,21.94069444,2
2004/5/6,21.86041667,3
2004/5/7,21.93472222,1
2004/5/7,21.94916667,2
2004/5/7,21.82625,3
2004/5/8,21.715,1
2004/5/8,21.77541667,2
2004/5/8,22.0525,3
2004/5/9,21.92527778,1
2004/5/9,21.75388889,2
2004/5/9,21.69805556,3
2004/5/10,21.68847222,1
2004/5/10,21.68513889,2
2004/5/10,21.69097222,3
2004/5/11,21.5325,1
2004/5/11,21.4325,2
2004/5/11,21.27194444,3
2004/5/12,21.38458333,1
2004/5/12,21.39222222,2
2004/5/12,21.34097222,3
2004/5/13,21.43486111,1
2004/5/13,21.31513889,2
2004/5/13,21.20819444,3
2004/5/14,21.11986111,1
2004/5/14,21.13222222,2
2004/5/14,21.05444444,3
2004/5/15,20.97833333,1
2004/5/15,20.89416667,2
2004/5/15,20.86347222,3
2004/5/16,20.81777778,1
2004/5/16,20.83777778,2
2004/5/16,21.05708333,3
2004/5/17,20.96652778,1
2004/5/17,20.88055556,2
2004/5/17,20.87638889,3
2004/5/18,20.87819444,1
2004/5/18,20.79722222,2
2004/5/18,20.81486111,3
2004/5/19,20.78986111,1
2004/5/19,20.76736111,2
2004/5/19,20.82,3
2004/5/20,20.72291667,1
2004/5/20,20.64208333,2
2004/5/20,20.59305556,3
2004/5/21,20.67513889,1
2004/5/21,20.56472222,2
2004/5/21,20.58569444,3
2004/5/22,20.56222222,1
2004/5/22,20.51694444,2
2004/5/22,20.54472222,3
2004/5/23,20.67527778,1
2004/5/23,20.54916667,2
2004/5/23,20.48958333,3
2004/5/24,20.49347222,1
2004/5/24,20.46847222,2
2004/5/24,20.42972222,3
2004/5/25,20.42388889,1
2004/5/25,20.55930556,2
2004/5/25,20.57736111,3
2004/5/26,20.49069444,1
2004/5/26,20.58944444,2
2004/5/26,20.55,3
2004/5/27,20.40680556,1
2004/5/27,20.34777778,2
2004/5/27,20.43305556,3
2004/5/28,20.46125,1
2004/5/28,20.42736111,2
2004/5/28,20.35277778,3
2004/5/29,20.33097222,1
2004/5/29,20.32569444,2
2004/5/29,20.33013889,3
2004/5/30,20.30513889,1
2004/5/30,20.3725,2
2004/5/30,20.37069444,3
2004/5/31,20.32652778,1
2004/5/31,20.37166667,2
2004/5/31,20.41430556,3
2004/6/1,20.32736111,1
2004/6/1,20.29541667,2
2004/6/1,20.25916667,3
2004/6/2,20.21333333,1
2004/6/2,20.20736111,2
2004/6/2,20.18736111,3
2004/6/3,20.245,1
2004/6/3,20.24958333,2
2004/6/3,20.22819444,3
2004/6/4,20.22069444,1
2004/6/4,20.26041667,2
2004/6/4,20.20694444,3
2004/6/5,20.17194444,1
2004/6/5,20.15361111,2
2004/6/5,20.11041667,3
2004/6/6,20.09680556,1
2004/6/6,20.08027778,2
2004/6/6,20.07263889,3
2004/6/7,20.08652778,1
2004/6/7,20.07083333,2
2004/6/7,20.02013889,3
2004/6/8,19.99416667,1
2004/6/8,19.98263889,2
2004/6/8,20.03236111,3
2004/6/9,20.11236111,1
2004/6/9,20.11138889,2
2004/6/9,20.02680556,3
2004/6/10,19.98041667,1
2004/6/10,19.97194444,2
2004/6/10,19.96083333,3
2004/6/11,19.94041667,1
2004/6/11,19.93458333,2
2004/6/11,19.9275,3
2004/6/12,19.91638889,1
2004/6/12,19.92277778,2
2004/6/12,19.92819444,3
2004/6/13,19.92722222,1
2004/6/13,19.91375,2
2004/6/13,19.97597222,3
2004/6/14,19.98333333,1
2004/6/14,20.02347222,2
2004/6/14,21.46097222,3
2004/6/15,21.75736111,1
2004/6/15,21.63861111,2
2004/6/15,21.82458333,3
2004/6/16,21.80013889,1
2004/6/16,22.06416667,2
2004/6/16,22.03541667,3
2004/6/17,21.91902778,1
2004/6/17,22.07625,2
2004/6/17,22.20625,3
2004/6/18,22.56763889,1
2004/6/18,24.28402778,2
2004/6/18,25.08,3
2004/6/19,25.40972222,1
2004/6/19,25.40944444,2
2004/6/19,25.28652778,3
2004/6/20,25.18097222,1
2004/6/20,25.16805556,2
2004/6/20,25.12041667,3
2004/6/21,25.90555556,1
2004/6/21,27.47694444,2
2004/6/21,28.78208333,3
2004/6/22,28.95916667,1
2004/6/22,28.955,2
2004/6/22,29.02263889,3
2004/6/23,28.89458333,1
2004/6/23,30.38972222,2
2004/6/23,31.79555556,3
2004/6/24,33.03277778,1
2004/6/24,32.58652778,2
2004/6/24,31.46930556,3
2004/6/25,31.065,1
2004/6/25,31.13513889,2
2004/6/25,31.69277778,3
2004/6/26,32.17583333,1
2004/6/26,32.12125,2
2004/6/26,32.38972222,3
2004/6/27,32.37333333,1
2004/6/27,32.30444444,2
2004/6/27,32.23972222,3
2004/6/28,32.08902778,1
2004/6/28,32.025,2
2004/6/28,32.03263889,3
2004/6/29,31.78541667,1
2004/6/29,31.55736111,2
2004/6/29,-35.52777778,3
2004/6/30,-99,1
2004/6/30,-70.09055556,2
2004/6/30,31.12555556,3
2004/7/1,31.07958333,1
2004/7/1,30.92680556,2
2004/7/1,30.87013889,3
2004/7/2,30.69569444,1
2004/7/2,30.53416667,2
2004/7/2,31.56722222,3
2004/7/3,31.96416667,1
2004/7/3,31.60152778,2
2004/7/3,31.37263889,3
2004/7/4,31.0075,1
2004/7/4,30.95055556,2
2004/7/4,31.02902778,3
2004/7/5,30.83333333,1
2004/7/5,30.54375,2
2004/7/5,30.37111111,3
2004/7/6,30.30402778,1
2004/7/6,30.25555556,2
2004/7/6,30.13222222,3
2004/7/7,30.04694444,1
2004/7/7,29.89513889,2
2004/7/7,29.8375,3
2004/7/8,35.19666667,1
2004/7/8,35.91597222,2
2004/7/8,35.62138889,3
2004/7/9,35.38472222,1
2004/7/9,34.97097222,2
2004/7/9,34.74958333,3
2004/7/10,34.52513889,1
2004/7/10,34.33083333,2
2004/7/10,33.86208333,3
2004/7/11,33.59527778,1
2004/7/11,33.38694444,2
2004/7/11,33.37875,3
2004/7/12,33.60055556,1
2004/7/12,33.45722222,2
2004/7/12,33.30111111,3
2004/7/13,32.87555556,1
2004/7/13,32.95166667,2
2004/7/13,32.685,3
2004/7/14,32.24930556,1
2004/7/14,31.66375,2
2004/7/14,31.16041667,3
2004/7/15,31.03138889,1
2004/7/15,31.51861111,2
2004/7/15,31.39083333,3
2004/7/16,31.20944444,1
2004/7/16,30.77125,2
2004/7/16,30.60694444,3
2004/7/17,30.52527778,1
2004/7/17,30.16694444,2
2004/7/17,29.76347222,3
2004/7/18,29.87736111,1
2004/7/18,28.79847222,2
2004/7/18,28.35569444,3
2004/7/19,27.67652778,1
2004/7/19,26.86875,2
2004/7/19,26.46208333,3
2004/7/20,25.73875,1
2004/7/20,25.60263889,2
2004/7/20,25.24430556,3
2004/7/21,25.1,1
2004/7/21,26.25,2
2004/7/21,26.02652778,3
2004/7/22,25.6825,1
2004/7/22,25.21,2
2004/7/22,25.11430556,3
2004/7/23,24.87694444,1
2004/7/23,24.5175,2
2004/7/23,24.015,3
2004/7/24,24.06833333,1
2004/7/24,24.05583333,2
2004/7/24,23.92152778,3
2004/7/25,23.76444444,1
2004/7/25,23.535,2
2004/7/25,23.29152778,3
2004/7/26,23.16180556,1
2004/7/26,22.61347222,2
2004/7/26,22.17930556,3
2004/7/27,21.95791667,1
2004/7/27,21.60527778,2
2004/7/27,21.29666667,3
2004/7/28,21.20444444,1
2004/7/28,21.21597222,2
2004/7/28,21.42138889,3
2004/7/29,21.47111111,1
2004/7/29,21.54,2
2004/7/29,21.36694444,3
2004/7/30,21.36958333,1
2004/7/30,21.20305556,2
2004/7/30,-32.15333333,3
2004/7/31,-99,1
2004/7/31,-52.37791667,2
2004/7/31,21.18055556,3
2004/8/1,21.41375,1
2004/8/1,21.37402778,2
2004/8/1,21.1375,3
2004/8/2,21.57916667,1
2004/8/2,21.71055556,2
2004/8/2,21.39833333,3
2004/8/3,21.225,1
2004/8/3,25.74097222,2
2004/8/3,38.11930556,3
2004/8/4,36.27944444,1
2004/8/4,35.95916667,2
2004/8/4,35.70833333,3
2004/8/5,35.08125,1
2004/8/5,34.17472222,2
2004/8/5,33.12833333,3
2004/8/6,32.00444444,1
2004/8/6,30.65541667,2
2004/8/6,28.95652778,3
2004/8/7,27.29333333,1
2004/8/7,25.82833333,2
2004/8/7,24.83333333,3
2004/8/8,23.89472222,1
2004/8/8,23.02458333,2
2004/8/8,22.24027778,3
2004/8/9,21.60583333,1
2004/8/9,21.12041667,2
2004/8/9,20.94347222,3
2004/8/10,20.80111111,1
2004/8/10,20.57805556,2
2004/8/10,20.57791667,3
2004/8/11,20.39,1
2004/8/11,20.21736111,2
2004/8/11,22.41291667,3
2004/8/12,25.4525,1
2004/8/12,24.70611111,2
2004/8/12,24.18597222,3
2004/8/13,24.14930556,1
2004/8/13,23.52333333,2
2004/8/13,23.13111111,3
2004/8/14,22.66847222,1
2004/8/14,22.22027778,2
2004/8/14,21.8225,3
2004/8/15,21.62486111,1
2004/8/15,21.35666667,2
2004/8/15,21.02458333,3
2004/8/16,20.74152778,1
2004/8/16,20.51625,2
2004/8/16,20.51541667,3
2004/8/17,20.40222222,1
2004/8/17,20.225,2
2004/8/17,20.06958333,3
2004/8/18,19.96375,1
2004/8/18,19.85722222,2
2004/8/18,19.79694444,3
2004/8/19,19.79208333,1
2004/8/19,19.79861111,2
2004/8/19,19.72722222,3
2004/8/20,19.68277778,1
2004/8/20,19.64388889,2
2004/8/20,19.62541667,3
2004/8/21,19.56319444,1
2004/8/21,19.50847222,2
2004/8/21,19.48625,3
2004/8/22,19.51333333,1
2004/8/22,19.50305556,2
2004/8/22,19.49263889,3
2004/8/23,19.44847222,1
2004/8/23,19.415,2
2004/8/23,19.41194444,3
2004/8/24,19.39152778,1
2004/8/24,19.37347222,2
2004/8/24,19.31986111,3
2004/8/25,19.37125,1
2004/8/25,19.35611111,2
2004/8/25,19.35402778,3
2004/8/26,19.32916667,1
2004/8/26,19.34111111,2
2004/8/26,19.49194444,3
2004/8/27,20.21597222,1
2004/8/27,20.10527778,2
2004/8/27,19.97805556,3
2004/8/28,19.82472222,1
2004/8/28,19.69972222,2
2004/8/28,19.60055556,3
2004/8/29,19.59625,1
2004/8/29,19.63069444,2
2004/8/29,19.58972222,3
2004/8/30,19.54486111,1
2004/8/30,19.91763889,2
2004/8/30,19.72611111,3
2004/8/31,19.56583333,1
2004/8/31,19.51805556,2
2004/8/31,19.52111111,3
2004/9/1,19.45638889,1
2004/9/1,19.44166667,2
2004/9/1,19.44902778,3
2004/9/2,19.45097222,1
2004/9/2,19.45597222,2
2004/9/2,19.45125,3
2004/9/3,19.4875,1
2004/9/3,19.46888889,2
2004/9/3,19.48263889,3
2004/9/4,19.49194444,1
2004/9/4,19.47597222,2
2004/9/4,19.44875,3
2004/9/5,19.44958333,1
2004/9/5,19.44486111,2
2004/9/5,19.41541667,3
2004/9/6,19.39097222,1
2004/9/6,19.37902778,2
2004/9/6,19.37916667,3
2004/9/7,19.39458333,1
2004/9/7,19.39583333,2
2004/9/7,19.38208333,3
2004/9/8,19.35972222,1
2004/9/8,19.35444444,2
2004/9/8,19.35888889,3
2004/9/9,19.43513889,1
2004/9/9,19.57166667,2
2004/9/9,19.51638889,3
2004/9/10,19.46138889,1
2004/9/10,19.43819444,2
2004/9/10,19.42,3
2004/9/11,19.40597222,1
2004/9/11,19.40361111,2
2004/9/11,19.39333333,3
2004/9/12,19.39277778,1
2004/9/12,19.42430556,2
2004/9/12,19.39694444,3
2004/9/13,19.3775,1
2004/9/13,19.36305556,2
2004/9/13,19.36277778,3
2004/9/14,19.34791667,1
2004/9/14,19.35041667,2
2004/9/14,19.36611111,3
2004/9/15,19.36680556,1
2004/9/15,19.6775,2
2004/9/15,19.64944444,3
2004/9/16,19.57541667,1
2004/9/16,19.53777778,2
2004/9/16,19.49763889,3
2004/9/17,19.46291667,1
2004/9/17,19.45694444,2
2004/9/17,19.44041667,3
2004/9/18,19.42263889,1
2004/9/18,19.42166667,2
2004/9/18,19.41861111,3
2004/9/19,19.40458333,1
2004/9/19,19.40694444,2
2004/9/19,19.36,3
2004/9/20,19.59736111,1
2004/9/20,20.79666667,2
2004/9/20,20.60694444,3
2004/9/21,20.39847222,1
2004/9/21,20.18138889,2
2004/9/21,20.04388889,3
2004/9/22,19.96930556,1
2004/9/22,20.00430556,2
2004/9/22,19.90666667,3
2004/9/23,19.86361111,1
2004/9/23,19.79777778,2
2004/9/23,19.73138889,3
2004/9/24,19.68069444,1
2004/9/24,19.65833333,2
2004/9/24,19.64569444,3
2004/9/25,19.67361111,1
2004/9/25,19.94861111,2
2004/9/25,19.83305556,3
2004/9/26,19.75388889,1
2004/9/26,19.67875,2
2004/9/26,19.67680556,3
2004/9/27,19.66847222,1
2004/9/27,19.64652778,2
2004/9/27,19.63083333,3
2004/9/28,19.58347222,1
2004/9/28,19.54916667,2
2004/9/28,19.53236111,3
2004/9/29,19.50902778,1
2004/9/29,19.50194444,2
2004/9/29,19.49680556,3
2004/9/30,19.48361111,1
2004/9/30,19.505,2
2004/9/30,19.55333333,3
2004/10/1,19.5475,1
2004/10/1,19.52958333,2
2004/10/1,19.52305556,3
2004/10/2,19.48472222,1
2004/10/2,19.48125,2
2004/10/2,19.50902778,3
2004/10/3,19.52652778,1
2004/10/3,19.46805556,2
2004/10/3,19.44916667,3
2004/10/4,19.47694444,1
2004/10/4,19.47,2
2004/10/4,19.45208333,3
2004/10/5,19.43833333,1
2004/10/5,19.41444444,2
2004/10/5,19.41472222,3
2004/10/6,19.41555556,1
2004/10/6,19.405,2
2004/10/6,19.39625,3
2004/10/7,19.41277778,1
2004/10/7,19.43861111,2
2004/10/7,19.42083333,3
2004/10/8,19.40944444,1
2004/10/8,19.39305556,2
2004/10/8,19.39069444,3
2004/10/9,19.38388889,1
2004/10/9,19.38277778,2
2004/10/9,19.38402778,3
2004/10/10,19.38138889,1
2004/10/10,19.37583333,2
2004/10/10,19.36527778,3
2004/10/11,19.35277778,1
2004/10/11,19.35791667,2
2004/10/11,19.37625,3
2004/10/12,19.37652778,1
2004/10/12,19.37138889,2
2004/10/12,19.36541667,3
2004/10/13,19.36069444,1
2004/10/13,19.35402778,2
2004/10/13,19.35,3
2004/10/14,19.41569444,1
2004/10/14,20.19777778,2
2004/10/14,20.175,3
2004/10/15,20.10958333,1
2004/10/15,20.05972222,2
2004/10/15,20.00611111,3
2004/10/16,19.93777778,1
2004/10/16,19.91458333,2
2004/10/16,19.87513889,3
2004/10/17,19.83930556,1
2004/10/17,19.77472222,2
2004/10/17,19.78736111,3
2004/10/18,19.76611111,1
2004/10/18,20.55625,2
2004/10/18,21.93138889,3
2004/10/19,22.09791667,1
2004/10/19,22.16347222,2
2004/10/19,22.12472222,3
2004/10/20,22.05833333,1
2004/10/20,21.97444444,2
2004/10/20,21.86097222,3
2004/10/21,21.77944444,1
2004/10/21,22.20708333,2
2004/10/21,22.39805556,3
2004/10/22,22.45972222,1
2004/10/22,22.34694444,2
2004/10/22,22.21069444,3
2004/10/23,-56.8825,1
2004/10/23,-99,2
2004/10/23,-99,3
2004/10/24,-99,1
2004/10/24,-99,2
2004/10/24,-99,3
2004/10/25,-99,1
2004/10/25,-99,2
2004/10/25,-99,3
2004/10/26,-99,1
2004/10/26,-99,2
2004/10/26,-99,3
